CIAD;ICAO;NOME_AERO;LONG;LAT;UF;CIDADE;IBGE
SP0277;SWLY;Chácara MCL;-51,35638889;-20,88111111;SP;Andradina;3502101
SP0278;SWMC;Capão da Cruz;-47,88777778;-21,45833333;SP;Luís Antônio;3527603
SP0279;SWOX;Fazenda Pixoxó;-47,88277778;-21,78;SP;São Carlos;3548906
SP0280;SWPW;CEA-Caçapava;-45,66277778;-23,12666667;SP;Caçapava;3508504
SP0281;SWQP;Rio Vermelho Açúcar e Álcool;-51,37;-21,31527778;SP;Junqueirópolis;3526001
SP0282;SWTG;Fazenda Santa Marina;-50,78805556;-20,84722222;SP;Santo Antônio do Aracanguá;3548054
SP0283;SWVN;Clube de Voo Fazenda Novo Horizonte;-47,41194444;-23,17305556;SP;Itu;3523909
SP0284;SWYO;Usina Branco Peres;-51,02527778;-21,48222222;SP;Adamantina;3500105
SP0285;SWYV;Clube de Marte Ibirá de Pára-Quedismo;-49,22416667;-21,09138889;SP;Ibirá;3519402
SP0286;SDAC;Aché;-46,52222222;-23,47472222;SP;Guarulhos;3518800
SP0287;SDAH;Signo Resgate Alphaville;-46,84833333;-23,49361111;SP;Barueri;3505708
SP0288;SDAK;Solar das Paineiras;-46,85555556;-22,29638889;SP;Mogi Guaçu;3530706
SP0289;SDAL;Condomínio Guaporé II;-47,78194444;-21,22666667;SP;Ribeirão Preto;3543402
SP0290;SDAP;Hospital Paulistano;-46,64222222;-23,56527778;SP;São Paulo;3550308
SP0291;SDAT;Hospital e Maternidade Vitória;-46,56166667;-23,56305556;SP;São Paulo;3550308
SP0292;SDAW;Banco Industrial;-46,68555556;-23,59194444;SP;São Paulo;3550308
SP0293;SDAX;Bradesco - Sta Cecília;-46,64916667;-23,54;SP;São Paulo;3550308
SP0294;SDBC;Bradesco Alphaville;-46,8575;-23,4875;SP;Barueri;3505708
SP0295;SDBF;Porto Seguro;-46,64527778;-23,53027778;SP;São Paulo;3550308
SP0296;SDBH;Bandeirantes;-46,71083333;-23,59527778;SP;São Paulo;3550308
SP0297;SDBL;BFC;-46,65416667;-23,56222222;SP;São Paulo;3550308
SP0298;SDBM;Beneficência Portuguesa;-46,64138889;-23,56777778;SP;São Paulo;3550308
SP0299;SDBR;REC Berrini;-46,69444444;-23,60833333;SP;São Paulo;3550308
SP0300;SDBS;Os Bandeirantes;-46,68722222;-23,57611111;SP;São Paulo;3550308
SP0301;SDBT;Haras São Pedro do Alto;-47,55611111;-23,27277778;SP;Porto Feliz;3540606
SP0302;SDBW;Banespa República;-46,64444444;-23,54361111;SP;São Paulo;3550308
SP0303;SDCC;ThomasiCamargo;-47,48166667;-21,71583333;SP;Santa Rita do Passa Quatro;3547502
SP0304;SDCP;Hotel Sant'Anna;-46,74694444;-22,73694444;SP;Amparo;3501905
SP0305;SDCQ;Mediterrâneo;-46,85305556;-23,59305556;SP;Cotia;3513009
SP0306;SDCV;Citibank;-46,65361111;-23,565;SP;São Paulo;3550308
SP0307;SDCY;Camargo Corrêa;-46,68777778;-23,59166667;SP;São Paulo;3550308
SP0308;SDDG;Hospital Samaritano;-46,6625;-23,53861111;SP;São Paulo;3550308
SP0309;SDDH;Birmann 29;-46,68111111;-23,58861111;SP;São Paulo;3550308
SP0310;SDDP;Delta Plaza;-46,6458;-23,5675;SP;São Paulo;3550308
SP0311;SDDS;Sucupira;-46,70333333;-23,62416667;SP;São Paulo;3550308
SP0312;SDDY;Cesari;-46,36777778;-23,82361111;SP;Cubatão;3513504
SP0313;SDEA;Edifício HSBC Tower;-46,68388889;-23,58305556;SP;São Paulo;3550308
SP0314;SDEE;Iguatemi Esplanada;-47,46444444;-23,53611111;SP;Sorocaba;3552205
SP0315;SDEF;Eco Fly;-46,38611111;-23,53222222;SP;Ferraz de Vasconcelos;3515707
SP0316;SDEG;Evolution Corporate;-46,85111111;-23,50444444;SP;Barueri;3505708
SP0317;SDEI;Canopus Corporate Alphaville;-46,84472222;-23,50388889;SP;Barueri;3505708
SP0318;SDEK;Barra do Una;-45,7469;-23,7358;SP;São Sebastião;3550704
SP0319;SDEL;Condomínio Edifício Spazio JK;-46,68555556;-23,59111111;SP;São Paulo;3550308
SP0320;SDEU;Empresarial Anhanguera;-46,8317;-23,3847;SP;Cajamar;3509205
SP0321;SDEW;Júlio Simões - Garagem;-46,22944444;-23,54194444;SP;Mogi das Cruzes;3530607
SP0322;SDEX;Parque Maeda;-47,3475;-23,33916667;SP;Itu;3523909
SP0323;SDEY;Imigrantes;-46,60527778;-23,68888889;SP;Diadema;3513801
SP0324;SDEZ;Unibanco Eusébio Matoso;-46,69888889;-23,5725;SP;São Paulo;3550308
SP0325;SDFB;Fundação Bradesco;-47,07722222;-22,96444444;SP;Campinas;3509502
SP0326;SDFJ;Fazenda Murungaba;-47,76;-22,95138889;SP;Tietê;3554508
SP0327;SDFM;DJY;-46,68527778;-23,5975;SP;São Paulo;3550308
SP0328;SDFO;Centro Gráfico - Folha;-46,86055556;-23,46638889;SP;Santana de Parnaíba;3547304
SP0329;SDFP;Folha de São Paulo;-46,64583333;-23,53777778;SP;São Paulo;3550308
SP0330;SDFS;Fazenda Santa Gertrudes;-48,3475;-22,09222222;SP;Dourado;3514304
SP0331;SDFV;Federação Paulista de Futebol;-46,66722222;-23,52166667;SP;São Paulo;3550308
SP0332;SDFW;Condomínio Edifício San Paolo;-46,68777778;-23,575;SP;São Paulo;3550308
SP0333;SDGD;Eucatex-Botucatú;-48,56777778;-22,99416667;SP;Botucatu;3507506
SP0334;SDGE;Casas Bahia;-46,57055556;-23,61027778;SP;São Caetano do Sul;3548807
SP0335;SDGG;Aché Faria Lima;-46,69416667;-23,56083333;SP;São Paulo;3550308
SP0336;SDGH;Parque do Peão Mussa Calil Neto;-48,59277778;-20,51111111;SP;Barretos;3505500
SP0337;SDGI;Fazenda Guariroba S/A;-46,90694444;-22,92277778;SP;Campinas;3509502
SP0338;SDGO;Braspress;-46,48555556;-23,45416667;SP;Guarulhos;3518800
SP0339;SDGS;Bertolucci;-46,6803;-23,5856;SP;São Paulo;3550308
SP0340;SDGW;JKFC;-46,67472222;-23,58666667;SP;São Paulo;3550308
SP0341;SDGZ;Bradesco Cidade de Deus;-46,77222222;-23,54888889;SP;Osasco;3534401
SP0342;SDHB;Bradesco;-46,76833333;-23,54805556;SP;Osasco;3534401
SP0343;SDHF;Ambroso;-46,75222222;-21,96666667;SP;São João da Boa Vista;3549102
SP0344;SDHG;Málaga;-46,77805556;-23,48166667;SP;Osasco;3534401
SP0345;SDHI;Hospital Gastroclínica;-46,65166667;-23,595;SP;São Paulo;3550308
SP0346;SDHO;Bradesco - Santo André;-46,52833333;-23,65583333;SP;Santo André;3547809
SP0347;SDHQ;Shopping Leste Aricanduva;-46,5047;-23,5675;SP;São Paulo;3550308
SP0348;SDHT;Cetenco Plaza - Torre Norte;-46,6575;-23,55888889;SP;São Paulo;3550308
SP0349;SDHV;Hospital Albert Einstein;-46,7153;-23,6003;SP;São Paulo;3550308
SP0350;SDHW;Hospital Bandeirantes;-46,63472222;-23,5575;SP;São Paulo;3550308
SP0351;SDHY;Edifício São Luís Gonzaga;-46,66111111;-23,55666667;SP;São Paulo;3550308
SP0352;SDHZ;Hospital Vera Cruz.;-47,06777778;-22,90416667;SP;Campinas;3509502
SP0353;SDIA;Cidade;-46,6325;-23,54583333;SP;São Paulo;3550308
SP0354;SDII;iTower;-46,84944444;-23,50472222;SP;Barueri;3505708
SP0355;SDIK;Alpha Business Empresarial;-47,03527778;-22,81944444;SP;Campinas;3509502
SP0356;SDIS;The Eagle's Nest;-49,02388889;-23,2475;SP;Arandu;3503109
SP0357;SDIT;Itaú NPD Paulista;-46,65805556;-23,57666667;SP;São Paulo;3550308
SP0358;SDIW;Edifício São Paulo Trade Building;-46,68944444;-23,59416667;SP;São Paulo;3550308
SP0359;SDJB;Quinta da Baroneza II;-46,70027778;-22,97333333;SP;Bragança Paulista;3507605
SP0360;SDJD;Juquehy Baleia;-45,7125;-23,76083333;SP;São Sebastião;3550704
SP0361;SDJI;AVIBRÁS II;-45,81666667;-23,32611111;SP;Jacareí;3524402
SP0362;SDJJ;Rio Pardo;-49,0475;-22,87138889;SP;Iaras;3519253
SP0363;SDJK;Centro Empresarial Araguaia;-46,84194444;-23,50194444;SP;Barueri;3505708
SP0364;SDJM;Sítio Santo Antônio;-46,92833333;-23,1325;SP;Jundiaí;3525904
SP0365;SDJP;Igreja Mundial do Poder de Deus - IMPD;-46,62083333;-23,55083333;SP;São Paulo;3550308
SP0366;SDJT;J. Toledo;-46,90888889;-23,175;SP;Jundiaí;3525904
SP0367;SDJU;Hospital São Luiz;-46,67305556;-23,59055556;SP;São Paulo;3550308
SP0368;SDJW;Rede D'Or São Luiz Morumbi;-46,70333333;-23,59083333;SP;São Paulo;3550308
SP0369;SDJY;Paulista Capital Plaza - The Flat;-46,64638889;-23,57166667;SP;São Paulo;3550308
SP0370;SDKD;Condomínio América Business Park;-46,70305556;-23,61861111;SP;São Paulo;3550308
SP0371;SDKG;Francisco Mellão;-46,68861111;-23,59361111;SP;São Paulo;3550308
SP0372;SDKI;CL;-45,90694444;-23,225;SP;São José dos Campos;3549904
SP0373;SDKM;Hotel Emiliano;-46,66527778;-23,56611111;SP;São Paulo;3550308
SP0374;SDKR;Fazenda Santo Antônio;-47,32638889;-22,37944444;SP;Araras;3503307
SP0375;SDKT;Edifício Dacon;-46,68388889;-23,58055556;SP;São Paulo;3550308
SP0376;SDKU;Itanhangá;-47,18527778;-23,05638889;SP;Indaiatuba;3520509
SP0377;SDKV;Rede Globo;-46,69694444;-23,61472222;SP;São Paulo;3550308
SP0378;SDKW;Wessel;-47,10861111;-23,41611111;SP;Araçariguama;3502754
SP0379;SDKY;Hospital das Clínicas;-46,66916667;-23,55805556;SP;São Paulo;3550308
SP0380;SDLB;Metropolitan Office;-46,68277778;-23,58111111;SP;São Paulo;3550308
SP0381;SDLF;SBT;-46,77805556;-23,47666667;SP;Osasco;3534401
SP0382;SDLQ;Maresias;-45,57194444;-23,78638889;SP;São Sebastião;3550704
SP0383;SDLT;Litucera;-46,98361111;-23,03972222;SP;Vinhedo;3556701
SP0384;SDMB;Benteler;-47,11944444;-23,00111111;SP;Campinas;3509502
SP0385;SDMN;Continental Tower;-46,6992;-23,6017;SP;São Paulo;3550308
SP0386;SDMT;Banco Bradesco Av. Paulista;-46,655;-23,56222222;SP;São Paulo;3550308
SP0387;SDMZ;Mercedes-Benz do Brasil ;-46,57944444;-23,66333333;SP;São Bernardo do Campo;3548708
SP0388;SDNG;Fazenda São João;-48,60055556;-22,41833333;SP;Jaú;3525300
SP0389;SDNN;Birmann 21;-46,70222222;-23,56527778;SP;São Paulo;3550308
SP0390;SDNP;Condomínio Conde Matarazzo;-46,63777778;-23,54777778;SP;São Paulo;3550308
SP0391;SDNR;Banco Santander;-46,71388889;-23,65222222;SP;São Paulo;3550308
SP0392;SDOC;Hospital do Coração;-46,64305556;-23,57305556;SP;São Paulo;3550308
SP0393;SDOF;Edifício Palladio;-46,68555556;-23,59472222;SP;São Paulo;3550308
SP0394;SDOG;Península;-46,20305556;-23,99722222;SP;Guarujá;3518701
SP0395;SDOH;Pedreira Pau Pedra;-46,4258;-23,3508;SP;Guarulhos;3518800
SP0396;SDOK;Casas Bahia;-46,86583333;-23,23611111;SP;Jundiaí;3525904
SP0397;SDON;Ônix;-46,7222;-23,5514;SP;São Paulo;3550308
SP0398;SDOP;EMS Sigma Pharma 2;-47,19055556;-22,89583333;SP;Hortolândia;3519071
SP0399;SDOT;Attilio Tinelli;-46,69361111;-23,6025;SP;São Paulo;3550308
SP0400;SDPB;Edifício Prime Business Center;-47,39;-20,53611111;SP;Franca;3516200
SP0401;SDPF;Soufer Paulínia;-47,16777778;-22,72694444;SP;Paulínia;3536505
SP0402;SDPK;Panco I;-46,495;-23,52805556;SP;São Paulo;3550308
SP0403;SDPL;Ibirapuera Park Hotel Ltda;-46,64944444;-23,59277778;SP;São Paulo;3550308
SP0404;SDPM;Palácio dos Bandeirantes;-46,7131;-23,6006;SP;São Paulo;3550308
SP0405;SDPO;Plaza Centenário;-46,69583333;-23,60527778;SP;São Paulo;3550308
SP0406;SDPS;Hospital Estadual Mário Covas;-46,53277778;-23,67083333;SP;Santo André;3547809
SP0407;SDPT;Parque Paulista;-46,65916667;-23,56027778;SP;São Paulo;3550308
SP0408;SDQI;Fazenda Quilombo;-47,08666667;-23,07416667;SP;Indaiatuba;3520509
SP0409;SDQO;Fazenda São Quirino;-46,8456;-22,9172;SP;Morungaba;3532009
SP0410;SDQP;Parque Cultural Paulista;-46,64555556;-23,57166667;SP;São Paulo;3550308
SP0411;SDQV;Pavão;-46,41055556;-23,43277778;SP;Guarulhos;3518800
SP0412;SDQW;Guararema;-46,12861111;-23,32638889;SP;Guararema;3518305
SP0413;SDQY;Shopping Center Iguatemi Campinas;-47,02833333;-22,89111111;SP;Campinas;3509502
SP0414;SDRB;Renaissance Hotel;-46,66222222;-23,55888889;SP;São Paulo;3550308
SP0415;SDRN;Zarzur;-46,69194444;-23,57;SP;São Paulo;3550308
SP0417;SDSN;São Luiz;-46,68666667;-23,59055556;SP;São Paulo;3550308
SP0418;SDSR;Subestação São Roque;-47,10333333;-23,65916667;SP;Ibiúna;3519709
SP0419;SDSU;Pirelli Sumaré;-47,19166667;-22,8;SP;Sumaré;3552403
SP0420;SDSX;ITM Expo;-46,745;-23,52694444;SP;São Paulo;3550308
SP0421;SDSZ;Banco Safra;-46,65972222;-23,55805556;SP;São Paulo;3550308
SP0422;SDTC;Edifício Edel Trade Center;-46,66055556;-23,6025;SP;São Paulo;3550308
SP0423;SDTG;Edifício Atrium IV;-46,68666667;-23,59305556;SP;São Paulo;3550308
SP0424;SDTJ;Edifício Atrium  V;-46,68444444;-23,59583333;SP;São Paulo;3550308
SP0425;SDTM;Crystal Tower;-46,85277778;-23,49333333;SP;Barueri;3505708
SP0426;SDTN;REC Berrini TNU;-46,69666667;-23,60805556;SP;São Paulo;3550308
SP0427;SDTQ;Tribuna Square;-46,32166667;-23,93666667;SP;Santos;3548500
SP0428;SDTU;Itaúsa;-46,64166667;-23,63638889;SP;São Paulo;3550308
SP0429;SDUH;Villa Otto Baumgart;-45,56305556;-22,74361111;SP;Campos do Jordão;3509700
SP0430;SDUI;Centro Empresarial Iudice;-46,69472222;-23,51361111;SP;São Paulo;3550308
SP0431;SDUJ;Millennium;-46,68333333;-23,58333333;SP;São Paulo;3550308
SP0432;SDUT;Hotel Transamérica;-46,72277778;-23,65083333;SP;São Paulo;3550308
SP0433;SDUZ;Fazenda Fortaleza;-45,47111111;-23,17861111;SP;Taubaté;3554102
SP0434;SDVB;INA Brasil;-47,4144;-23,4358;SP;Sorocaba;3552205
SP0435;SDVN;S.M.S.;-45,55277778;-22,68944444;SP;Campos do Jordão;3509700
SP0436;SDVR;Pátio Victor Malzoni;-46,68166667;-23,58666667;SP;São Paulo;3550308
SP0437;SDVU;Conde Francisco Matarazzo;-46,65277778;-23,56333333;SP;São Paulo;3550308
SP0438;SDVV;Cragea-Suzano;-46,32222222;-23,64194444;SP;Suzano;3552502
SP0439;SDVW;Volkswagen do Brasil - Fábrica III;-45,63194444;-23,05694444;SP;Taubaté;3554102
SP0440;SDWB;CYK;-46,65166667;-23,56611111;SP;São Paulo;3550308
SP0441;SDWS;Helicentro ALLTA;-46,91944444;-23,50277778;SP;Barueri;3505708
SP0442;SDWT;World Trade Center;-46,69611111;-23,60916667;SP;São Paulo;3550308
SP0443;SDXH;Gandini;-47,3269;-23,2514;SP;Itu;3523909
SP0444;SDXP;Guararema Parque Hotel;-46,02027778;-23,42416667;SP;Guararema;3518305
SP0445;SDXQ;Internacional Plaza II;-46,68222222;-23,59111111;SP;São Paulo;3550308
SP0446;SDXT;Encontro das Águas;-48,38777778;-22,615;SP;São Manuel;3550100
SP0447;SDXV;Magazine Luiza;-46,9922;-23,1172;SP;Louveira;3527306
SP0448;SDXX;Fazenda Santa Vitória;-44,74833333;-22,51027778;SP;Queluz;3541901
SP0449;SDYA;Carmo Couri;-46,68527778;-23,59666667;SP;São Paulo;3550308
SP0450;SDYH;José Roberto Magalhães Teixeira;-47,08277778;-22,92916667;SP;Campinas;3509502
SP0451;SDYO;Hospital Santa Marcelina;-46,46138889;-23,55361111;SP;São Paulo;3550308
SP0452;SDYP;Piracaia;-46,33444444;-22,98583333;SP;Piracaia;3538600
SP0453;SDYR;Panco II;-46,69944444;-23,59944444;SP;São Paulo;3550308
SP0454;SDYV;SECOVI;-46,64833333;-23,60361111;SP;São Paulo;3550308
SP0455;SDYZ;Kuka;-46,60138889;-23,56916667;SP;São Paulo;3550308
SP0456;SDZB;ICS - Guarujá;-46,28444444;-23,98555556;SP;Guarujá;3518701
SP0457;SDZD;ABB Sorocaba;-47,36194444;-23,42527778;SP;Sorocaba;3552205
SP0458;SDZE;Ita;-46,8286;-23,7014;SP;Itapecerica da Serra;3522208
SP0459;SDZM;Zimba D. Pedro I;-46,73361111;-23,03388889;SP;Itatiba;3523404
SP0460;SDZR;SESI-FIESP;-46,65472222;-23,56361111;SP;São Paulo;3550308
SP0461;SDZT;Pravda;-46,84638889;-23,49722222;SP;Barueri;3505708
SP0462;SIAA;Aeroandrés;-46,63888889;-23,39527778;SP;Mairiporã;3528502
SP0463;SIAE;BASF Guaratinguetá;-45,17083333;-22,78611111;SP;Guaratinguetá;3518404
SP0464;SIAV;Helipark;-46,83027778;-23,56472222;SP;Carapicuíba;3510609
SP0465;SIBB;Edifício Comendador Alberto Bonfiglioli;-46,65194444;-23,56444444;SP;São Paulo;3550308
SP0466;SIBG;Banco Induscred;-46,65583333;-23,56444444;SP;São Paulo;3550308
SP0467;SIBH;Helicidade;-46,73694444;-23,54666667;SP;São Paulo;3550308
SP0468;SIBM;Hangar ABC;-46,5803;-23,6169;SP;São Caetano do Sul;3548807
SP0469;SIBR;Ribeirão Shopping;-47,83444444;-21,21166667;SP;Ribeirão Preto;3543402
SP0470;SIBS;E-Business Bosque;-46,71027778;-23,51194444;SP;São Paulo;3550308
SP0471;SIBT;Transportadora Americana II;-47,28611111;-22,73222222;SP;Americana;3501608
SP0472;SICC;Fazenda Campo Alto;-47,28666667;-22,38888889;SP;Araras;3503307
SP0473;SICG;Rede TV;-46,76305556;-23,52083333;SP;Osasco;3534401
SP0474;SICH;Hotel Campos do Jordão;-45,56777778;-22,71777778;SP;Campos do Jordão;3509700
SP0475;SICT;Elektro;-47,10638889;-22,99666667;SP;Campinas;3509502
SP0476;SICV;Porto Marina Astúrias;-46,2925;-23,99722222;SP;Guarujá;3518701
SP0477;SICZ;Edifício Comercial Lorena;-46,65555556;-23,57333333;SP;São Paulo;3550308
SP0478;SIDA;Edifício Dakota;-46,68361111;-23,59444444;SP;São Paulo;3550308
SP0479;SIDE;Polícia Federal;-46,70444444;-23,51138889;SP;São Paulo;3550308
SP0480;SIDH;Brascan Century Plaza Green Valley Commercial;-46,8642;-23,4856;SP;Barueri;3505708
SP0481;SIDL;Deus é Amor;-46,62472222;-23,55583333;SP;São Paulo;3550308
SP0482;SIDX;Vila Adail 2;-47,3964;-23,0506;SP;Elias Fausto;3514908
SP0483;SIEE;Ecovias Imigrantes;-46,5967;-23,7844;SP;São Bernardo do Campo;3548708
SP0484;SIEP;Riachuelo/Matriz;-46,6464;-23,5011;SP;São Paulo;3550308
SP0485;SIER;Cosan;-47,68694444;-22,63305556;SP;Piracicaba;3538709
SP0486;SIES;Ciclade;-45,63388889;-23,76888889;SP;São Sebastião;3550704
SP0487;SIET;CD 19;-46,18972222;-23,95527778;SP;Guarujá;3518701
SP0488;SIEU;Diamante;-48,69305556;-22,37333333;SP;Jaú;3525300
SP0489;SIFP;EPCCO;-47,85055556;-24,52472222;SP;Registro;3542602
SP0490;SIFR;Fazenda Santa Maria;-47,7575;-21,285;SP;Cravinhos;3513108
SP0491;SIFZ;Hungria 1100;-46,69444444;-23,57777778;SP;São Paulo;3550308
SP0492;SIGC;Porto Cubatão;-47,94472222;-24,97527778;SP;Cananéia;3509908
SP0493;SIGK;CD Guarulhos;-46,44444444;-23,44666667;SP;Guarulhos;3518800
SP0494;SIGM;Gandini Terras;-47,2875;-23,29888889;SP;Itu;3523909
SP0495;SIGO;Condomínio Edifício Paulista Plaza;-46,64194444;-23,57361111;SP;São Paulo;3550308
SP0496;SIGU;Iguatemi Ribeirão Preto;-47,83694444;-21,22555556;SP;Ribeirão Preto;3543402
SP0497;SIGV;Rede Record;-46,6625;-23,52361111;SP;São Paulo;3550308
SP0498;SIGZ;Represa;-46,69888889;-23,61722222;SP;São Paulo;3550308
SP0499;SIHD;Divena;-46,62222222;-23,59833333;SP;São Paulo;3550308
SP0500;SIHK;Hospital Santa Catarina;-46,6456;-23,5689;SP;São Paulo;3550308
SP0501;SIHO;Kia;-47,2908;-23,2842;SP;Itu;3523909
SP0504;SIIH;Torre 2000;-46,68638889;-23,56666667;SP;São Paulo;3550308
SP0505;SIIQ;Palácio Boa Vista;-45,6067;-22,735;SP;Campos do Jordão;3509700
SP0506;SIIR;Brascan Century Plaza;-46,6756;-23,5842;SP;São Paulo;3550308
SP0507;SIIW;TECNET 2;-46,87;-23,45416667;SP;Santana de Parnaíba;3547304
SP0508;SIIX;Bira Guimarães;-46,09472222;-23,19527778;SP;Igaratá;3520202
SP0509;SIJC;Fazenda Jatobá;-47,03388889;-22,58305556;SP;Santo Antônio de Posse;3548005
SP0510;SIJD;João Dias;-46,71777778;-23,64361111;SP;São Paulo;3550308
SP0511;SIJF;Edifício Faria Lima Financial Center;-46,68333333;-23,58611111;SP;São Paulo;3550308
SP0512;SIJI;Petrobrás- São José dos Campos;-45,81722222;-23,1825;SP;São José dos Campos;3549904
SP0513;SIJX;Internacional Plaza;-46,68166667;-23,59138889;SP;São Paulo;3550308
SP0514;SIKC;Erik;-46,59694444;-23,29916667;SP;Mairiporã;3528502
SP0515;SIKD;SODEPA;-46,70444444;-23,57361111;SP;São Paulo;3550308
SP0516;SIKF;Plaza Iguatemi;-46,68666667;-23,57666667;SP;São Paulo;3550308
SP0517;SIKG;Fazenda São Miguel;-48,64277778;-24,19833333;SP;Ribeirão Branco;3543006
SP0518;SIKH;Hotel Vitória;-47,1831;-23,0853;SP;Indaiatuba;3520509
SP0519;SIKT;Joaquim Floriano;-46,67111111;-23,58305556;SP;São Paulo;3550308
SP0520;SILF;New Century;-46,68027778;-23,5875;SP;São Paulo;3550308
SP0521;SILK;O Estado de São Paulo;-46,67083333;-23,51222222;SP;São Paulo;3550308
SP0522;SILP;Lojas Cem;-47,26777778;-23,1525;SP;Salto;3545209
SP0523;SILR;One Hundred;-46,68416667;-23,59472222;SP;São Paulo;3550308
SP0524;SILV;VOCP;-46,68888889;-23,59444444;SP;São Paulo;3550308
SP0525;SILX;Locar;-46,48333333;-23,47111111;SP;Guarulhos;3518800
SP0526;SIMD;Resedá Office;-46,67472222;-23,58277778;SP;São Paulo;3550308
SP0527;SIMH;Honda Automóveis;-47,1933;-22,8339;SP;Sumaré;3552403
SP0528;SIMI;Marina Igararecê;-45,40305556;-23,76833333;SP;São Sebastião;3550704
SP0529;SIMM;Edifício Corporate Park;-46,67222222;-23,5875;SP;São Paulo;3550308
SP0530;SIMT;Pedreira Maria Teresa LTDA;-46,46166667;-23,92527778;SP;São Vicente;3551009
SP0531;SINB;Tubarão;-45,38861111;-23,82944444;SP;Ilhabela;3520400
SP0532;SINE;Ibar;-46,32972222;-23,52416667;SP;Poá;3539806
SP0533;SINW;International Paper Luís Antônio;-47,92472222;-21,57222222;SP;Luís Antônio;3527603
SP0534;SIOD;DIMEP;-46,74416667;-23,52944444;SP;São Paulo;3550308
SP0535;SIOF;Praiamar;-46,30888889;-23,97861111;SP;Santos;3548500
SP0536;SIOW;Hospital Alemão Oswaldo Cruz;-46,64305556;-23,56944444;SP;São Paulo;3550308
SP0537;SIPD;Vitória Hotel Residence;-47,04833333;-22,9025;SP;Campinas;3509502
SP0538;SIPI;Alphacentro;-46,86222222;-23,49805556;SP;Barueri;3505708
SP0539;SIPT;Petrobrás Refinaria de Paulínia - Replan;-47,13777778;-22,73194444;SP;Paulínia;3536505
SP0540;SIPX;Gramado;-47,00361111;-22,9075;SP;Campinas;3509502
SP0541;SIPZ;Papaiz;-46,61805556;-23,67638889;SP;Diadema;3513801
SP0542;SIQM;Morumbi Corporate;-46,70194444;-23,625;SP;São Paulo;3550308
SP0543;SIQT;Quinta da Baroneza I;-46,70388889;-22,97722222;SP;Bragança Paulista;3507605
SP0544;SIRB;Mendes;-46,33555556;-23,95972222;SP;Santos;3548500
SP0545;SIRO;Maksoud Plaza;-46,65111111;-23,56305556;SP;São Paulo;3550308
SP0546;SIRU;Condomínio Trio Ribeirão;-47,8075;-21,19972222;SP;Ribeirão Preto;3543402
SP0547;SIRY;Hiper-Bergamini;-46,58222222;-23,46527778;SP;São Paulo;3550308
SP0548;SIRZ;Condomínio Faria Lima - Pinheiros;-46,69111111;-23,56944444;SP;São Paulo;3550308
SP0549;SISB;Basalto Base 6;-47,08833333;-23,00388889;SP;Campinas;3509502
SP0550;SISI;Monte Sinai IV;-49,075;-22,32472222;SP;Bauru;3506003
SP0551;SISP;Reobot;-46,6625;-23,15777778;SP;Jarinu;3525201
SP0552;SITE;Telefônica;-46,6425;-23,56638889;SP;São Paulo;3550308
SP0553;SITK;Jomarca;-46,48583333;-23,46722222;SP;Guarulhos;3518800
SP0554;SITO;Berrini One;-46,69055556;-23,59833333;SP;São Paulo;3550308
SP0555;SITP;Sítio Santa Izabel;-47,2733;-23,6025;SP;Ibiúna;3519709
SP0556;SITQ;Vivo S/A;-46,69916667;-23,62027778;SP;São Paulo;3550308
SP0557;SITY;Fazenda Santapazienza;-46,8267;-23,0683;SP;Itatiba;3523404
SP0558;SIUD;Monte Horebe;-46,6075;-23,53861111;SP;São Paulo;3550308
SP0559;SIUJ;The One Office Tower;-45,91083333;-23,22027778;SP;São José dos Campos;3549904
SP0560;SIUX;Quimigel;-47,31916667;-22,96472222;SP;Monte Mor;3531803
SP0561;SIVC;Vicente Spisso;-47,00055556;-23,61111111;SP;Vargem Grande Paulista;3556453
SP0562;SIVH;Sítio Santa Chiara;-47,88111111;-20,705;SP;Orlândia;3534302
SP0563;SIVI;Monte Sinai;-47,06416667;-22,91277778;SP;Campinas;3509502
SP0564;SIVM;GOLD STAR;-49,7869;-20,9006;SP;Nipoã;3532702
SP0565;SIVS;Villa San Marco;-45,55361111;-22,75638889;SP;Campos do Jordão;3509700
SP0566;SIVX;Cia. Brasileira de Alumínio;-47,26666667;-23,51666667;SP;Alumínio;3501152
SP0567;SIWG;Ycatu;-46,81305556;-22,64194444;SP;Amparo;3501905
SP0568;SIWJ;Parque Ana Costa;-46,33138889;-23,96361111;SP;Santos;3548500
SP0569;SIWM;MAGNUM RESIDÊNCIA;-47,57916667;-23,51027778;SP;Araçoiaba da Serra;3502903
SP0570;SIWW;Fazenda Barreiros;-45,34777778;-23,76555556;SP;Ilhabela;3520400
SP0571;SIXC;Embrase;-46,69305556;-23,51055556;SP;São Paulo;3550308
SP0572;SIXP;Pretel 88;-49,10333333;-23,69055556;SP;Itaí;3521804
SP0574;SIXS;EZ Towers A;-46,7025;-23,62694444;SP;São Paulo;3550308
SP0575;SIXW;Cana Brava;-49,11361111;-23,20944444;SP;Arandu;3503109
SP0576;SIYB;Comercial Aquidabã;-47,055;-22,91111111;SP;Campinas;3509502
SP0577;SIYL;Santuário Nacional de Nossa Senhora da Conceição Aparecida;-45,23777778;-22,85388889;SP;Aparecida;3502507
SP0578;SIYT;Office Tower Itaim;-46,67944444;-23,58111111;SP;São Paulo;3550308
